Stufe;Versorger;Tarif;Tarif-ID;Sparte;Typ;Verbrauch von;Verbrauch bis;gültig von;gültig bis;Provision in Euro;Provision in Euro je kWh;Folgeprovision in Euro;Folgeprovision in Euro je kWh;Sonderprovision
Stufe 21;eprimo;eprimoStrom PrimaKlima mit Bonus;7775;Strom;Privatkunde;500;100000;2026-02-13;2999-01-31;83.00;;;;
Stufe 21;eprimo;eprimoStrom PrimaKlima ohne Bonus;7774;Strom;Privatkunde;500;100000;2026-02-13;2999-10-31;119.00;;;;
Stufe 21;eprimo;eprimoStrom PrimaKlima Pur Stabil;17866;Strom;Privatkunde;500;100000;2026-02-13;2999-05-31;164.00;;;;
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD Gas 24 öko;17464;Gas;Privatkunde;10000;59999;2024-03-01;2999-09-30;150.00;;;;
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD Gas 24 öko;17464;Gas;Privatkunde;0;0;2025-11-01;2026-03-31;;;;;40.00 on Top 
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD gas direkt 24;16867;Gas;Privatkunde;10000;59999;2024-01-11;2999-09-30;141.00;;;;
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD Strom 24 öko;16926;Strom;Privatkunde;1500;7499;2025-10-24;2999-09-30;124.00;;;;
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD Strom 24 Safe;18660;Strom;Privatkunde;2000;7499;2025-11-04;2999-09-30;73.00;;;;
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD Strom 24 Safe;18660;Strom;Privatkunde;0;0;2025-11-04;2026-03-31;;;;;170.00 on Top 
Stufe 21;EVD EnergieVersorgung Deutschland Privat;EVD strom direkt 24;16868;Strom;Privatkunde;2000;7499;2024-03-01;2999-09-30;141.00;;;;
Stufe 21;EWE;EWE  business Grünstrom;17836;Strom;Gewerbekunde;1;10000;2025-01-01;2999-07-31;116.00;;;;
Stufe 21;EWE;EWE  business Grünstrom;17836;Strom;Gewerbekunde;10001;30000;2025-01-01;2999-07-31;166.00;;;;
Stufe 21;EWE;EWE  business Grünstrom;17836;Strom;Gewerbekunde;30001;50000;2025-07-01;2999-07-31;205.00;;;;
Stufe 21;EWE;EWE  business Grünstrom;17836;Strom;Gewerbekunde;50001;70000;2025-01-01;2999-07-31;285.00;;;;
Stufe 21;EWE;EWE  business Grünstrom;17836;Strom;Gewerbekunde;70001;100000;2025-07-01;2999-07-31;365.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;1;10000;2025-07-01;2999-07-31;130.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;10001;30000;2025-07-01;2999-07-31;180.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;30001;50000;2025-07-01;2999-07-31;230.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;50001;70000;2025-07-01;2999-07-31;300.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;70001;100000;2025-07-01;2999-07-31;390.00;;;;
Stufe 21;EWE;EWE  business Grünstrom 24;18633;Strom;Gewerbekunde;0;0;2026-01-13;2026-03-31;;;;;20.00 on Top 
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;1;25000;2025-01-01;2999-07-31;135.00;;;;
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;25001;100000;2025-01-01;2999-07-31;185.00;;;;
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;100001;200000;2025-01-01;2999-07-31;230.00;;;;
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;200001;300000;2025-01-01;2999-07-31;305.00;;;;
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;300001;1500000;2025-01-01;2999-07-31;395.00;;;;
Stufe 21;EWE;EWE business Gas;17832;Gas;Gewerbekunde;0;0;2026-01-13;2026-03-31;;;;;20.00 on Top 
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;1;25000;2025-01-01;2999-07-31;125.00;;;;
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;25001;100000;2025-01-01;2999-07-31;175.00;;;;
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;100001;200000;2025-01-01;2999-07-31;225.00;;;;
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;200001;300000;2025-01-01;2999-07-31;300.00;;;;
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;300001;1500000;2025-01-01;2999-07-31;385.00;;;;
Stufe 21;EWE;EWE business Gas basis;17833;Gas;Gewerbekunde;0;0;2026-01-13;2026-03-31;;;;;20.00 on Top 
Stufe 21;EWE;EWE business Grünstrom basis;17837;Strom;Gewerbekunde;1;10000;2025-01-01;2999-07-31;106.00;;;;
Stufe 21;EWE;EWE business Grünstrom basis;17837;Strom;Gewerbekunde;10001;30000;2025-01-01;2999-07-31;155.00;;;;
Stufe 21;EWE;EWE business Grünstrom basis;17837;Strom;Gewerbekunde;30001;50000;2025-01-01;2999-07-31;205.00;;;;
Stufe 21;EWE;EWE business Grünstrom basis;17837;Strom;Gewerbekunde;50001;70000;2025-01-01;2999-07-31;275.00;;;;
Stufe 21;EWE;EWE business Grünstrom basis;17837;Strom;Gewerbekunde;70001;100000;2025-01-01;2999-07-31;357.00;;;;
Stufe 21;EWE;EWE Gas basis;17831;Gas;Privatkunde;1;1500000;2026-01-13;2999-07-31;144.00;;;;
Stufe 21;EWE;EWE Grünstrom basis;17835;Strom;Privatkunde;1;100000;2026-01-01;2999-07-31;110.00;;;;
Stufe 21;EWE;EWE Zuhause+ Gas;17772;Gas;Privatkunde;1;1500000;2026-01-01;2999-07-31;155.00;;;;
Stufe 21;EWE;EWE Zuhause+ Grünstrom 12;17776;Strom;Privatkunde;1;100000;2026-01-13;2999-07-31;119.00;;;;
Stufe 21;EWE;EWE Zuhause+ Grünstrom 12;17776;Strom;Privatkunde;0;0;2026-03-02;2026-03-31;;;;;20.00 on Top 
Stufe 21;EWE;EWE Zuhause+ Grünstrom 24;18619;Strom;Privatkunde;1;100000;2026-01-01;2999-07-31;159.00;;;;
Stufe 21;ExtraGrün GmbH;EGR Gas 24;19516;Gas;Privatkunde;12000;59999;2025-12-01;2999-05-31;100.00;;;;
Stufe 21;ExtraGrün GmbH;EGR gas 24 direkt;19316;Gas;Privatkunde;10000;59999;2026-01-11;2999-05-31;184.00;;;;
Stufe 21;ExtraGrün GmbH;EGR Strom 24;19331;Strom;Privatkunde;1500;7499;2026-01-11;2999-05-31;119.00;;;;
Stufe 21;ExtraGrün GmbH;EGR Strom 24;19331;Strom;Privatkunde;0;0;2026-02-13;2026-03-30;;;;;110.00 on Top 
Stufe 21;ExtraGrün GmbH;EGR Strom 24 Direkt;19301;Strom;Privatkunde;1500;7499;2026-01-11;2999-05-31;184.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Gewerbe Fremdmarkt;18276;Gas;Gewerbekunde;10000;99999;2025-02-01;2999-06-30;100.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Gewerbe Fremdmarkt;18276;Gas;Gewerbekunde;100000;499999;2025-02-01;2999-06-30;149.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Gewerbe Fremdmarkt;18276;Gas;Gewerbekunde;500000;1500000;2025-02-01;2999-06-30;390.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Privat Fremdmarkt;18275;Gas;Privatkunde;5000;11999;2026-01-01;2999-06-30;124.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Privat Fremdmarkt;18275;Gas;Privatkunde;12000;39999;2026-01-01;2999-06-30;202.00;;;;
Stufe 21;GASAG;GASAG | Ökogas Fix Privat Fremdmarkt;18275;Gas;Privatkunde;40000;100000;2026-01-01;2999-06-30;242.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Gewerbe Fremdmarkt;18274;Strom;Gewerbekunde;1000;9999;2025-02-01;2216-08-31;76.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Gewerbe Fremdmarkt;18274;Strom;Gewerbekunde;10000;29999;2025-02-01;2216-08-31;123.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Gewerbe Fremdmarkt;18274;Strom;Gewerbekunde;30000;100000;2025-02-01;2216-08-31;190.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Privat Fremdmarkt;18273;Strom;Privatkunde;1500;2499;2026-01-01;2999-06-30;118.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Privat Fremdmarkt;18273;Strom;Privatkunde;2500;3999;2026-01-01;2999-06-30;162.00;;;;
Stufe 21;GASAG;GASAG | STROM Fix Privat Fremdmarkt;18273;Strom;Privatkunde;4000;30000;2026-01-01;2999-06-30;202.00;;;;
Stufe 21;GENO Energie GmbH;GENO Strom Natur Direkt;16944;Strom;Privatkunde;500;10000;2026-01-01;2999-11-30;129.00;;;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;5000;11999;2024-07-23;2999-09-30;73.00;;;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;5000;11999;2024-07-23;2999-09-30;;;2.80 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;12000;15000;2024-07-23;2999-09-30;130.00;;;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;12000;15000;2024-07-23;2999-09-30;;;8.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;15001;40000;2024-07-01;2999-09-30;170.00;;;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;15001;40000;2024-07-01;2999-09-30;;;34.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;40001;1500000;2024-07-01;2999-09-30;230.00;;;;
Stufe 21;goldgas;Gas goldgas spar24;18260;Gas;Privatkunde;40001;1500000;2024-07-01;2999-09-30;;;58.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;5000;11999;2024-07-23;2999-09-30;73.00;;;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;5000;11999;2024-07-23;2999-09-30;;;2.80 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;12000;15000;2024-07-23;2999-09-30;130.00;;;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;12000;15000;2024-07-23;2999-09-30;;;8.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;15001;40000;2024-07-01;2999-09-30;170.00;;;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;15001;40000;2024-07-01;2999-09-30;;;34.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;40001;1500000;2024-07-01;2999-09-30;230.00;;;;
Stufe 21;goldgas;Gas goldgas spar24 duo;18261;Gas;Privatkunde;40001;1500000;2024-07-01;2999-09-30;;;58.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;1500;1999;2025-05-27;2999-09-30;27.00;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;2000;2499;2025-05-27;2999-09-30;92.00;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;2500;2999;2025-05-27;2999-09-30;111.00;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;3000;3999;2025-05-27;2999-09-30;130.00;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;4000;100000;2025-05-27;2999-09-30;150.00;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;1500;2499;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;1500;2499;2025-02-01;2999-09-30;;;8.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;2500;3999;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;2500;3999;2025-02-01;2999-09-30;;;22.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;4000;30000;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;4000;30000;2025-02-01;2999-09-30;;;26.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;30001;100000;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24;18262;Strom;Privatkunde;30001;100000;2025-02-01;2999-09-30;;;30.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;1500;1999;2025-05-27;2999-09-30;42.00;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;2000;2499;2025-05-27;2999-09-30;108.00;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;2500;2999;2025-05-27;2999-09-30;127.00;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;3000;3999;2025-05-27;2999-09-30;147.00;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;4000;100000;2025-05-01;2999-09-30;167.00;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;1500;2499;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;1500;2499;2025-02-01;2999-09-30;;;8.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;2500;3999;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;2500;3999;2025-02-01;2999-09-30;;;22.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;4000;30000;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;4000;30000;2025-02-01;2999-09-30;;;26.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;30001;100000;2025-02-01;2999-09-30;;;;;
Stufe 21;goldgas;Strom spar24 duo;18263;Strom;Privatkunde;30001;100000;2025-02-01;2999-09-30;;;30.00 ab dem 36. Belieferungsmonat jährlich;;
Stufe 21;Green Planet Energy;Gewerbe 30;16099;Strom;Gewerbekunde;1;30000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Mobilstrom aktiv;17456;Strom;Privatkunde;1;30000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Mobilstrom aktiv;17457;Strom;Gewerbekunde;1;30000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Ökostrom aktiv;16098;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv gemeinsame Messung NSP;17461;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv gemeinsame Messung WP;17458;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv getrennte Messung (Eintarifzähler) NSP;17462;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv getrennte Messung (Eintarifzähler) WP;17459;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv getrennte Messung (Zweitarifzähler) NSP;17463;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Green Planet Energy;Wärmestrom aktiv getrennte Messung (Zweitarifzähler) WP;17460;Strom;Privatkunde;1;100000;2025-07-01;2999-05-31;62.00;;;;
Stufe 21;Grünwelt Energie;direkt basic;18820;Gas;Privatkunde;5000;100000;2025-11-06;2999-11-30;130.00;;;;
Stufe 21;Grünwelt Energie;direkt basic 24;18823;Strom;Privatkunde;1500;100000;2025-11-06;2999-11-30;110.00;;;;
Stufe 21;Grünwelt Energie;direkt eco;18821;Gas;Privatkunde;5000;100000;2025-11-06;2999-11-30;204.00;;;;
Stufe 21;Grünwelt Energie;direkt eco 24;18824;Strom;Privatkunde;1500;100000;2025-11-06;2999-11-30;194.00;;;;
Stufe 21;Grünwelt Energie;direkt premium;18822;Gas;Privatkunde;5000;100000;2025-11-06;2999-11-30;219.00;;;;
Stufe 21;Grünwelt Energie;direkt premium 24;18825;Strom;Privatkunde;1500;100000;2025-11-06;2999-11-30;219.00;;;;
Stufe 21;KELAG;Kelag Erdgas;17322;Gas;Privatkunde;1;19999;2025-03-01;2999-05-31;45.00;;;;
Stufe 21;KELAG;Kelag Erdgas;17322;Gas;Privatkunde;20000;400000;2025-03-01;2999-05-31;;0.00170000;;;
Stufe 21;KELAG;Kelag Erdgas;17323;Gas;Gewerbekunde;1;19999;2025-03-01;2999-05-31;45.00;;;;
Stufe 21;KELAG;Kelag Erdgas;17323;Gas;Gewerbekunde;20000;400000;2025-03-01;2999-05-31;;0.00170000;;;
Stufe 21;Leu Energie GmbH & Co. KG;Leu Erdgas Relax 24;17824;Gas;Privatkunde;2000;100000;2024-07-12;2999-07-31;170.00;;;;
Stufe 21;Leu Energie GmbH & Co. KG;Leu Erdgas Relax 24 klimafreundlich;17825;Gas;Privatkunde;2000;100000;2024-07-12;2999-07-31;170.00;;;;
Stufe 21;LEW Lechwerke;LEW Business Strom Fix Natur 12;19303;Strom;Gewerbekunde;1000;10000;2025-10-01;2999-08-31;150.00;;;;
Stufe 21;LEW Lechwerke;LEW Business Strom Fix Natur 12;19303;Strom;Gewerbekunde;10001;30000;2025-10-01;2999-08-31;170.00;;;;
Stufe 21;LEW Lechwerke;LEW Business Strom Fix Natur 12;19303;Strom;Gewerbekunde;30001;60000;2025-10-01;2999-08-31;200.00;;;;
Stufe 21;LEW Lechwerke;LEW Business Strom Fix Natur 12;19303;Strom;Gewerbekunde;60001;100000;2025-10-01;2999-08-31;220.00;;;;
Stufe 21;LEW Lechwerke;LEW Strom Garant Natur;19119;Strom;Privatkunde;1000;100000;2025-08-26;2999-08-31;111.00;;;;
Stufe 21;LEW Lechwerke;LEW Wärmestrom Fix Natur (SP) ET getr;19121;Strom;Privatkunde;1000;100000;2025-08-26;2999-08-31;111.00;;;;
Stufe 21;LEW Lechwerke;LEW Wärmestrom Fix Natur (WP) ET getr;19122;Strom;Privatkunde;1000;100000;2025-08-26;2999-08-31;111.00;;;;
Stufe 21;LEW Lechwerke;LEW Wärmestrom Fix Natur (WP) getr;19123;Strom;Privatkunde;1000;100000;2025-08-26;2999-08-31;111.00;;;;
Stufe 21;LichtBlick;LichtBlick Gas 24;18296;Gas;Privatkunde;1;100000;2025-11-01;2999-01-31;182.00;;;;
Stufe 21;LichtBlick;LichtBlick ÖkoStrom Relax 24;18852;Strom;Privatkunde;1;50000;2025-12-01;2999-01-31;203.00;;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Gas 24;16429;Gas;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Gas 24;16429;Gas;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Gas 36;16431;Gas;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Gas 36;16431;Gas;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Gas 36;16431;Gas;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 25. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 24 RLM;16330;Strom;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 24 RLM;16330;Strom;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 24 SLP;16327;Strom;Gewerbekunde;50000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 24 SLP;16327;Strom;Gewerbekunde;50000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 RLM;16331;Strom;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 RLM;16331;Strom;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 RLM;16331;Strom;Gewerbekunde;10000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 25. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 SLP;16328;Strom;Gewerbekunde;50000;10000000;2025-09-01;2999-05-31;;0.01000000;;;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 SLP;16328;Strom;Gewerbekunde;50000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 13. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;Lichtblick Spotmarkt Strom 36 SLP;16328;Strom;Gewerbekunde;50000;10000000;2025-09-01;2999-05-31;;;;0.01000000 ab dem 25. Belieferungsmonat einmalig;
Stufe 21;LichtBlick;ÖkoStrom 24;18302;Strom;Privatkunde;1;50000;2025-09-01;2999-01-31;182.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 12 DT;18320;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;67.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 12 DT;18320;Strom;Privatkunde;0;0;2026-01-01;2026-04-29;;;;;35.00 on Top 
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 12 ET;18316;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;67.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 12 ET;18316;Strom;Privatkunde;0;0;2026-01-01;2026-04-29;;;;;35.00 on Top 
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 24 DT;18322;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;183.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung 24 ET;18318;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;183.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung inkl. Haushaltsstrom  12 DT;18324;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;67.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung inkl. Haushaltsstrom  12 DT;18324;Strom;Privatkunde;0;0;2026-01-01;2026-04-29;;;;;35.00 on Top 
Stufe 21;LichtBlick;ÖkoStrom Nachtspeicherheizung inkl. Haushaltsstrom 24 DT;18326;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;183.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 12 DT;18312;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;67.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 12 DT;18312;Strom;Privatkunde;0;0;2026-01-01;2026-04-29;;;;;35.00 on Top 
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 12 ET;18308;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;67.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 12 ET;18308;Strom;Privatkunde;0;0;2026-01-01;2026-04-29;;;;;35.00 on Top 
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 24 DT;18314;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;183.00;;;;
Stufe 21;LichtBlick;ÖkoStrom Wärmepumpe 24 ET;18310;Strom;Privatkunde;1;99999;2025-03-05;2999-01-31;183.00;;;;
Stufe 21;LichtBlick;Strom für Doppeltarifzähler (2T);15457;Strom;Privatkunde;1;29999;2023-06-01;2999-06-30;63.00;;;;
Stufe 21;LichtBlick SE;Lichtblick Gas 12;12769;Gas;Privatkunde;1;1000000;2024-10-01;2999-01-31;67.00;;;;
Stufe 21;LichtBlick SE;LichtBlick Gas Plus 24;18694;Gas;Privatkunde;1;100000;2025-05-01;2999-01-31;182.00;;;;
Stufe 21;LichtBlick SE;Lichtblick_Gas Relax 24;16539;Gas;Privatkunde;1000;100000;2026-01-01;2999-01-31;182.00;;;;
Stufe 21;LichtBlick SE;ÖkoStrom 12;12774;Strom;Privatkunde;1;5000;2025-05-15;2999-01-31;67.00;;;;
Stufe 21;Mainova AG;Mainova Fix Pur Plus RLM Gas;18228;Gas;Gewerbekunde;250000;1500000;2025-01-01;2999-01-31;;0.01000000;;;
Stufe 21;Mainova AG;Mainova Fix Pur Plus RLM Gas;18228;Gas;Gewerbekunde;250000;1500000;2025-01-01;2999-01-31;;;;0.01000000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Mainova AG;Mainova Fix Pur Plus RLM Strom;18229;Strom;Gewerbekunde;10000;1500000;2025-01-01;2999-01-31;;0.01000000;;;
Stufe 21;Mainova AG;Mainova Fix Pur Plus RLM Strom;18229;Strom;Gewerbekunde;10000;1500000;2025-01-01;2999-01-31;;;;0.01000000 ab dem 13. Belieferungsmonat jährlich;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;5000;7999;2023-07-01;2999-01-31;49.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;5000;7999;2023-07-01;2999-01-31;;;49.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;8000;9999;2023-07-01;2999-01-31;62.00;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;8000;9999;2023-07-01;2999-01-31;;;62.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;10000;14999;2023-07-01;2999-01-31;85.50;;;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;10000;14999;2023-07-01;2999-01-31;;;85.50 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;Mainova AG;Strom Business Fix 24;12148;Strom;Gewerbekunde;15000;19999;2023-07-01;2999-01-31;104.00;;;;
